LOC109787777	0	0	0	0	0	0	0	0	0	0	0
LOC109787778	0	0	0	0	0	0	0	0	0	0	0
LOC109787779	0	0	0	0	21	0	0	0	0	0	0
LOC109787780	0	36	0	0	1	0	0	0	0	0	0
LOC109787781	0	1	0	0	1	0	0	0	0	0	0
LOC109787782	12	29	22	60	12	46	30	32	43	9	34
LOC109787783	7	205	288	756	1	0	1	47	20	5	20
LOC109787784	32	19	4	22	4	3	2	1	1	3	2
LOC109787785	0	4	13	5	0	4	0	1	7	1	1
LOC109787786	1	0	3	3	7	1	1	1	2	1	1
LOC109787787	2	4	14	3	1	239	58	48	27	0	0
LOC109787788	24	16	38	55	17	105	57	33	22	7	19
LOC109787789	51	7	6	4	0	14	2	2	2	53	76
LOC109787790	1	0	0	1	0	0	0	0	0	0	17
LOC109787791	0	0	3	0	0	0	0	3	12	0	0
LOC109787792	0	24	20	10	48	19	19	20	29	1	5
LOC109787793	0	0	0	0	0	0	0	0	0	0	0
LOC109787794	38	78	62	59	21	99	70	90	101	19	60
LOC109787795	87	48	41	129	19	83	44	87	70	82	108
LOC109787796	1	11	18	15	21	17	20	22	45	6	5
LOC109787797	0	0	0	0	0	0	0	0	0	0	0
LOC109787798	1	26	20	0	4	1	18	69	39	0	1
LOC109787799	21	41	26	31	46	21	38	33	22	17	29
LOC109787800	3	4	0	0	0	0	0	0	0	0	2
LOC109787801	22	40	33	38	23	56	41	42	29	15	32
LOC109787802	11	56	11	11	14	89	93	88	58	2	19
LOC109787803	38	61	102	66	18	274	82	84	100	15	26
LOC109787804	7	37	21	45	4	4	5	7	10	2	34
LOC109787805	1	0	3	0	0	0	4	0	0	0	0
LOC109787806	4	23	6	0	2	6	4	5	0	3	15
LOC109787807	33	45	40	50	25	44	52	57	48	25	28
LOC109787808	18	30	18	8	24	42	20	15	17	12	33
LOC109787809	0	1	0	0	2	1	1	2	3	0	2
LOC109787810	18	94	18	3	34	0	0	13	11	9	82
LOC109787812	0	0	0	0	0	0	0	0	0	0	0
LOC109787813	43	77	46	79	63	41	51	65	90	47	73
LOC109787814	0	0	0	0	0	0	0	0	0	0	1
LOC109787815	75	143	94	107	87	51	124	81	162	49	153
LOC109787816	1	10	5	0	1	0	1	5	3	0	11
LOC109787817	13	22	9	7	10	5	8	8	17	6	20
LOC109787818	28	39	47	45	40	45	49	44	41	22	36
LOC109787819	45	186	96	42	38	50	130	56	76	42	118
LOC109787820	1	5	50	22	4	8	8	38	26	0	9
LOC109787821	1	1	9	2	8	6	4	3	9	0	4
LOC109787822	3	1	1	0	28	0	1	2	1	7	9
LOC109787823	19	0	0	0	2	0	0	0	0	65	0
LOC109787824	0	0	0	0	0	0	1	0	0	0	6
LOC109787825	1	0	0	0	1	0	0	0	0	0	2
LOC109787827	240	11	1	0	0	1	1	1	0	225	1
LOC109787828	0	0	0	0	0	0	0	0	0	0	0
LOC109787829	0	0	0	0	0	0	0	0	0	0	0
LOC109787830	0	0	0	0	0	0	0	0	0	0	0
LOC109787831	66	156	63	89	67	40	70	60	106	78	148
LOC109787832	0	0	0	0	0	0	0	0	0	0	3
LOC109787833	1	14	0	0	8	0	0	13	1	1	0
LOC109787834	65	96	55	83	41	58	63	75	77	37	95
LOC109787835	0	0	0	0	0	0	0	0	0	0	0
LOC109787836	49	50	43	65	216	60	52	38	98	25	64
LOC109787837	64	20	11	0	0	26	12	16	7	171	5
LOC109787838	30	40	21	32	66	41	48	39	26	28	29
LOC109787839	3	6	0	0	1	0	1	3	4	0	5
LOC109787840	0	0	0	0	0	1	1	0	1	1	3
LOC109787841	189	302	328	320	256	251	307	222	151	155	230
LOC109787842	21	77	27	30	35	27	48	41	25	19	29
LOC109787843	3	8	5	1	0	0	3	2	1	1	23
LOC109787844	34	44	49	34	47	57	63	59	32	20	26
LOC109787845	4	1	2	2	0	11	2	0	5	0	0
LOC109787846	16	23	17	24	16	24	25	30	35	7	28
LOC109787847	0	0	0	0	3	0	0	0	0	0	1
LOC109787848	0	0	0	0	0	0	0	0	0	0	0
LOC109787849	30	12	81	189	107	1	8	10	17	16	91
LOC109787850	0	0	0	0	0	0	0	0	0	0	0
LOC109787851	2	1	1	6	2	3	0	3	1	0	0
LOC109787852	1	2	3	1	7	4	2	0	5	2	10
LOC109787853	8	24	17	5	94	11	33	23	44	15	18
LOC109787854	6	36	23	24	10	8	23	27	35	4	23
LOC109787855	19	226	8	1	19	8	31	27	43	30	64
LOC109787856	12	441	119	3	22	61	233	238	317	2	13
LOC109787857	0	2	0	0	1	0	1	2	3	1	1
LOC109787858	59	100	63	121	49	58	99	69	115	37	89
LOC109787859	0	2	2	0	0	0	11	0	0	0	8
LOC109787860	3996	0	0	1	0	0	0	0	0	714	0
LOC109787861	289	205	780	459	85	709	351	169	78	165	110
LOC109787862	15	20	25	29	63	28	23	24	31	9	18
LOC109787863	1	11	2	0	1	0	0	0	4	0	10
LOC109787864	0	33	2	0	3	2	2	8	6	0	6
LOC109787865	19	52	17	19	13	39	29	35	39	26	27
LOC109787866	24	17	15	18	22	26	22	14	12	29	8
LOC109787867	3	19	9	5	2	20	14	11	12	6	13
LOC109787868	3	4	3	5	3	4	4	7	6	3	11
LOC109787869	57	66	136	118	186	87	149	77	80	28	60
LOC109787870	0	1	0	17	1	0	0	0	0	0	10
LOC109787871	67	59	72	51	14	40	31	68	53	56	119
LOC109787872	97	71	129	136	85	54	143	103	130	102	58
LOC109787873	0	6	2	0	0	0	0	0	0	0	7
LOC109787874	0	1	1	0	4	0	0	0	0	0	0
LOC109787875	13	18	10	20	8	35	11	16	16	8	19
LOC109787876	0	0	0	0	0	0	0	0	0	0	0
LOC109787877	85	87	208	177	282	374	298	196	252	44	62
LOC109787878	0	0	0	0	1	0	0	0	0	0	0
LOC109787879	0	0	0	0	0	0	0	0	0	0	0
LOC109787880	0	0	0	0	0	0	0	0	0	0	0
LOC109787881	11	4	13	9	12	12	13	18	7	8	12
LOC109787882	0	0	0	0	2	0	0	0	0	0	0
LOC109787883	32	19	14	9	32	15	19	26	44	20	15
LOC109787884	42	45	38	44	72	57	88	70	76	28	44
LOC109787885	0	0	0	0	0	0	0	0	0	0	0
LOC109787886	0	0	0	0	0	0	0	0	0	0	0
LOC109787887	0	0	0	0	17	0	4	0	0	1	0
LOC109787888	95	169	103	93	55	194	151	115	154	71	158
LOC109787889	65	35	100	101	76	44	49	54	30	52	34
LOC109787890	41	2	4	6	1	2	4	5	6	7	35
LOC109787891	18	3	11	129	8	13	25	31	38	6	9
LOC109787892	113	433	83	112	114	61	106	87	168	109	382
LOC109787893	1	0	0	0	120	1	1	0	0	0	0
LOC109787894	0	0	0	0	0	0	0	0	0	0	4
LOC109787895	0	1	0	0	0	0	0	0	0	1	0
LOC109787896	1	0	1	1	0	0	0	0	0	0	3
LOC109787897	0	0	0	0	0	0	0	0	0	0	0
LOC109787898	11	22	24	36	10	44	30	24	29	9	31
LOC109787899	24	73	75	66	174	68	82	60	168	7	37
LOC109787900	16	37	21	67	16	27	15	21	26	7	19
LOC109787901	0	0	0	0	0	0	0	0	0	0	0
LOC109787902	0	0	0	0	0	0	0	0	0	0	7
LOC109787903	0	0	0	0	0	0	0	0	0	0	31
LOC109787904	25	19	23	38	16	27	25	24	44	23	27
LOC109787905	5	1	4	9	142	0	0	2	0	3	38
LOC109787906	0	0	0	0	0	0	0	0	0	0	0
LOC109787907	0	0	0	0	0	0	0	0	0	0	0
LOC109787908	50	48	94	123	82	18	35	59	67	51	66
LOC109787909	0	0	0	0	0	0	0	0	0	0	0
LOC109787910	0	1	3	0	0	3	2	1	1	0	0
LOC109787911	0	0	0	0	0	0	0	0	0	0	0
LOC109787912	0	1	0	1	0	0	1	0	0	0	0
LOC109787913	20	53	15	5	16	15	19	16	27	19	38
LOC109787914	16	35	25	53	16	25	31	31	30	12	33
LOC109787915	0	0	0	0	19	0	0	0	0	0	0
LOC109787916	0	0	0	0	0	0	0	0	0	0	0
LOC109787917	0	0	0	0	0	0	0	0	0	0	0
LOC109787918	33	54	23	41	31	68	42	56	67	27	29
LOC109787919	0	0	0	0	4	0	0	0	0	0	0
LOC109787920	0	0	0	0	22	0	0	0	0	0	0
LOC109787921	0	0	0	0	17	0	0	0	0	0	0
LOC109787922	3	4	1	1	3	0	0	0	0	0	4
LOC109787923	0	0	0	0	0	0	0	0	0	0	0
LOC109787924	0	0	0	0	0	1	0	0	0	0	0
LOC109787925	1	13	3	3	6	2	2	1	11	1	9
LOC109787926	502	19	13	19	18	11	12	12	61	1597	44
LOC109787927	0	9	4	0	0	1	4	6	0	0	0
LOC109787928	14	75	27	1	2	57	18	43	54	10	52
LOC109787929	9	16	9	8	16	3	9	7	9	12	25
LOC109787930	5	10	31	8	9	2	10	103	14	0	26
LOC109787931	1	7	12	0	131	0	0	1	1	0	10
LOC109787932	12	37	14	7	7	7	21	24	24	16	37
LOC109787933	2	1	2	0	114	10	16	2	2	0	1
LOC109787934	2	104	8	1	2	0	1	3	0	0	64
LOC109787935	1	8	1	0	0	0	0	0	0	0	0
LOC109787936	12	41	27	81	9	55	21	33	44	0	39
LOC109787937	9	1	8	6	18	8	17	35	24	7	40
LOC109787938	43	56	9	0	13	12	25	39	34	51	30
LOC109787939	13	16	11	10	5	20	11	30	17	13	24
LOC109787940	8	16	6	4	5	10	7	16	8	3	7
LOC109787941	0	0	0	0	0	0	0	0	0	0	0
LOC109787942	0	14	9	0	22	0	1	1	10	1	5
LOC109787943	43	37	55	69	31	50	53	45	71	36	57
LOC109787944	60	80	104	77	64	97	105	91	72	47	84
LOC109787945	1	0	0	0	2	0	0	0	1	0	0
LOC109787946	0	1	0	0	0	0	1	2	0	0	2
LOC109787947	444	547	514	487	622	605	605	735	1021	445	619
LOC109787948	231	990	1565	1062	9	2696	1787	3210	983	15	515
LOC109787949	1	1	17	0	4	0	7	18	20	0	2
LOC109787950	22	62	34	21	10	41	43	97	57	15	43
LOC109787951	0	0	0	0	0	0	0	0	0	0	0
LOC109787952	0	0	0	0	0	0	0	0	0	0	0
LOC109787953	15	31	13	7	8	24	24	19	27	20	22
LOC109787954	95	18	67	60	27	103	113	79	89	88	33
LOC109787955	530	726	1048	692	2170	2138	2098	3273	4563	259	251
LOC109787956	8	23	70	91	150	10	28	24	24	5	10
LOC109787957	8	10	8	2	6	7	8	9	8	6	24
LOC109787958	0	0	0	0	0	0	0	0	0	0	0
LOC109787959	0	0	0	0	0	0	0	0	0	0	0
LOC109787960	81	108	70	72	34	49	66	82	75	118	95
LOC109787961	3	0	0	0	0	0	0	0	0	1	4
LOC109787962	0	3	1	6	13	7	5	6	8	2	4
LOC109787963	0	242	24	3	11	0	1	2	5	0	223
LOC109787964	42	61	48	45	40	36	59	50	60	20	56
LOC109787965	10	38	22	2	0	94	37	51	42	0	21
LOC109787966	0	0	0	0	0	0	0	0	0	0	0
LOC109787967	33	27	92	40	464	89	66	40	45	13	31
LOC109787968	0	0	0	0	0	0	0	0	0	0	1
LOC109787969	0	0	0	0	0	0	0	0	0	0	0
LOC109787970	37	49	53	86	39	50	70	50	69	37	91
LOC109787971	15	16	15	24	12	23	30	16	15	14	27
LOC109787972	422	224	603	640	222	412	495	375	312	333	297
LOC109787973	0	16	20	2	129	2	15	6	49	0	6
LOC109787974	10	57	48	26	3	139	45	37	39	5	48
LOC109787975	0	0	0	0	0	0	0	0	0	0	14
LOC109787976	0	0	0	1	0	0	0	0	0	0	0
LOC109787977	0	0	0	0	0	0	0	0	0	0	0
LOC109787978	0	0	0	0	0	0	0	0	0	0	0
LOC109787979	13	87	1	2	1	2	0	1	1	27	17
LOC109787980	1	0	0	0	0	0	0	0	0	0	0
LOC109787981	0	0	0	0	0	0	0	0	0	0	0
LOC109787982	0	0	0	0	0	0	0	0	0	0	0
LOC109787983	0	0	0	0	0	0	0	0	0	0	0
LOC109787984	59	57	82	97	46	146	75	76	69	51	71
LOC109787985	0	0	0	0	0	0	0	0	0	0	0
LOC109787986	0	0	1	0	1	0	0	0	0	0	0
LOC109787987	0	35	0	0	2	0	0	0	0	0	0
LOC109787988	0	0	0	0	0	0	0	0	0	0	0
LOC109787989	1	0	0	0	9	22	21	14	8	0	0
LOC109787990	4	8	9	14	11	26	12	17	28	6	8
LOC109787991	23	58	23	15	20	14	11	11	32	19	47
LOC109787992	4	44	3	0	4	435	109	130	116	0	0
LOC109787993	0	0	0	0	0	0	0	0	0	0	0
LOC109787994	73	168	51	24	48	29	68	64	65	80	76
LOC109787995	0	0	0	0	0	0	0	0	0	0	0
LOC109787996	43	136	75	60	22	98	98	133	104	28	141
LOC109787997	54	51	54	42	93	35	60	76	80	121	61
LOC109787998	0	2	0	0	5	32	6	2	4	0	0
LOC109787999	0	32	0	0	0	0	0	0	0	0	0
LOC109788000	32	49	38	11	40	26	38	49	58	29	60
LOC109788001	147	510	172	200	265	78	286	247	252	40	908
LOC109788002	51	48	80	57	54	40	82	60	60	44	59
LOC109788003	36	68	52	45	30	28	54	47	37	19	62
LOC109788004	1	5	0	1	5	5	5	3	5	0	1
LOC109788005	0	2	0	0	11	0	1	4	3	0	0
LOC109788006	0	2	1	2	0	0	0	0	0	0	13
LOC109788007	2	6	1	3	1	2	3	4	10	0	11
LOC109788008	20	51	45	0	22	13	38	28	58	16	10
LOC109788009	187	0	2	0	1	0	0	15	0	2	68
LOC109788010	0	34	0	0	0	0	0	0	0	0	0
LOC109788011	0	0	2	5	0	0	0	0	0	0	0
LOC109788013	136	124	147	143	165	227	215	179	171	93	156
LOC109788014	3	0	0	0	1	0	0	0	0	0	12
LOC109788015	7	8	2	3	3	0	5	4	3	6	4
LOC109788016	6	79	38	8	0	65	16	34	23	2	22
LOC109788017	20	60	19	12	43	31	27	37	49	14	51
LOC109788018	88	69	100	138	129	129	144	111	87	93	96
LOC109788019	29	64	47	24	25	16	27	42	51	17	110
LOC109788020	37	147	121	193	26	243	202	305	125	24	33
LOC109788021	1497	67	108	108	34	200	291	252	63	1514	83
LOC109788022	38	38	26	33	46	57	55	39	56	30	37
LOC109788023	15	21	107	11	164	19	26	11	58	4	9
LOC109788024	5	17	6	0	11	28	15	21	29	5	18
LOC109788025	346	11	32	0	149	142	148	242	181	832	35
LOC109788026	84	85	337	56	197	75	130	142	161	39	100
LOC109788027	10	21	11	5	16	9	6	10	9	3	29
LOC109788028	0	0	0	0	0	0	0	0	0	0	0
LOC109788029	30	51	45	33	43	46	47	68	66	27	52
LOC109788030	3	0	0	0	0	0	1	0	0	0	1
LOC109788031	0	0	14	7	0	0	0	0	0	0	1
LOC109788032	64	56	48	52	66	46	58	63	71	39	74
LOC109788033	0	0	0	0	0	0	0	0	0	0	2
LOC109788034	162	78	31	15	66	40	45	50	79	217	139
LOC109788035	37	48	26	29	36	23	47	33	86	17	55
LOC109788036	1	571	62	0	9	0	6	24	31	0	3
LOC109788037	88	134	57	71	35	45	66	80	112	127	115
LOC109788038	4	5	9	14	15	2	9	4	10	0	12
LOC109788039	46	79	81	72	291	115	57	59	169	54	74
LOC109788040	29	38	17	26	14	33	36	40	29	32	33
LOC109788041	50	48	80	96	62	236	97	113	112	37	37
LOC109788042	0	0	2	2	0	0	0	5	0	0	1
LOC109788043	35	47	21	16	22	21	26	25	45	41	79
LOC109788044	11	16	50	11	7	4	28	35	40	1	29
LOC109788045	0	0	0	0	0	0	0	0	0	0	2
LOC109788046	0	1	0	0	1	0	0	0	0	0	0
LOC109788047	9	0	0	0	0	0	6	0	1	4	1
LOC109788048	0	0	0	0	0	1	7	4	0	0	0
LOC109788049	0	0	1	0	0	0	0	0	0	0	1
LOC109788050	0	1	1	0	2	9	5	2	3	4	2
LOC109788051	4	3	4	0	0	0	1	2	3	2	11
LOC109788054	0	0	0	0	0	0	0	0	0	0	0
LOC109788055	74	60	11	22	28	51	32	49	46	113	16
LOC109788056	0	0	0	0	0	0	0	0	0	0	0
LOC109788057	15	40	18	35	26	56	28	29	34	19	34
LOC109788058	5	7	2	2	0	2	3	4	0	22	0
LOC109788059	1046	48	0	0	1	0	0	0	0	904	10
LOC109788060	33	44	226	55	64	25	80	31	76	31	25
LOC109788061	3	10	2	8	5	8	10	8	12	6	12
LOC109788063	268	10	540	485	0	0	0	0	0	141	376
LOC109788064	0	0	0	0	0	0	0	0	0	0	0
LOC109788065	0	0	0	0	0	0	0	0	0	0	0
LOC109788066	36	123	50	44	54	39	85	66	66	56	88
LOC109788067	0	0	0	0	0	0	0	0	0	0	0
LOC109788068	3	36	30	4	15	37	63	56	65	0	0
LOC109788069	2	85	41	48	144	49	58	59	75	0	8
LOC109788070	80	50	46	36	22	18	34	48	36	127	24
LOC109788071	1	0	0	0	0	0	0	0	0	0	0
LOC109788072	20	63	8	3	0	0	2	1	12	5	138
LOC109788073	0	0	0	0	0	0	0	0	0	0	0
LOC109788074	130	167	216	198	228	363	272	279	305	69	128
LOC109788075	153	269	191	241	48	104	205	159	144	149	117
LOC109788076	7	7	38	1	101	29	48	18	26	0	9
LOC109788077	12	12	7	6	3	12	4	8	20	14	16
LOC109788078	0	0	0	0	0	0	0	0	0	0	4
LOC109788079	1	0	0	0	0	0	0	0	0	0	0
LOC109788080	0	0	0	0	60	34	14	0	1	0	0
LOC109788081	0	0	0	0	0	0	0	0	0	0	0
LOC109788082	0	0	0	0	0	0	0	0	0	0	0
LOC109788083	1	0	0	0	0	0	0	0	0	0	2
LOC109788084	442	718	718	695	280	358	511	378	702	296	1095
LOC109788085	0	0	0	0	0	0	0	0	0	0	0
LOC109788086	14	20	13	23	4	8	8	11	22	15	20
LOC109788087	40	31	17	1	26	77	46	54	28	39	4
LOC109788088	0	0	0	0	0	0	0	0	0	0	0
LOC109788089	9	7	6	0	3	0	4	9	15	14	9
LOC109788090	0	0	0	0	0	1	0	0	4	2	0
LOC109788091	11	125	45	28	46	0	5	31	7	4	166
LOC109788092	0	0	0	0	0	0	0	0	0	0	0
LOC109788093	22	48	21	21	13	33	40	38	49	29	75
LOC109788094	4	15	17	2	6	0	6	105	13	0	8
LOC109788095	9	10	98	189	26	1	23	20	63	7	62
LOC109788096	1	19	6	1	47	0	5	6	8	0	14
LOC109788097	13	57	24	11	229	1	20	23	32	4	41
LOC109788098	0	0	0	0	0	0	0	0	0	0	0
LOC109788099	21	13	9	5	16	0	5	4	39	28	2
LOC109788100	0	2	0	0	0	0	0	1	0	0	6
LOC109788101	113	159	146	233	104	172	224	246	234	62	149
LOC109788102	44	53	26	26	8	15	29	23	24	42	70
LOC109788103	793	370	1890	921	115	546	670	1161	1136	447	666
LOC109788104	282	347	535	1296	318	1107	635	626	542	141	202
LOC109788105	15	24	32	59	24	74	74	66	75	8	18
LOC109788106	44	46	36	27	19	34	35	46	42	37	58
LOC109788107	0	11	0	0	0	0	0	0	0	0	5
LOC109788108	0	10	1	1	2	5	3	9	3	0	0
LOC109788109	16	86	72	59	93	62	41	30	20	22	44
LOC109788110	2	43	9	7	0	9	18	40	8	4	25
LOC109788111	98	117	70	33	52	42	77	57	122	43	259
LOC109788112	0	0	0	0	0	0	0	0	0	0	0
LOC109788113	0	0	0	0	0	0	0	0	0	0	0
LOC109788114	0	1	0	0	2	1	1	1	6	0	3
LOC109788115	0	0	0	0	0	0	0	0	0	0	0
LOC109788116	117	77	101	123	82	47	54	69	106	82	147
LOC109788117	41	92	32	17	53	12	56	50	50	33	78
LOC109788118	72	181	59	92	124	45	109	73	155	62	217
LOC109788119	7	3	12	0	71	3	1	1	10	1	2
LOC109788120	0	57	0	0	0	0	0	0	0	1	39
LOC109788121	21	26	103	18	1573	37	27	39	153	7	10
LOC109788122	0	0	0	0	0	0	0	0	0	0	0
LOC109788123	0	0	0	0	0	0	0	0	0	0	13
LOC109788124	0	0	0	0	0	0	0	0	0	0	0
LOC109788125	0	0	0	0	0	0	0	0	0	0	0
LOC109788126	0	0	0	0	0	0	0	0	0	0	0
LOC109788127	5	28	9	0	5	24	20	12	7	1	3
LOC109788128	3	136	20	12	12	5	33	27	22	1	94
LOC109788129	6	35	9	11	15	10	23	25	25	7	24
LOC109788130	47	58	80	101	1	445	131	107	98	31	31
LOC109788131	144	77	62	36	17	31	79	77	69	87	145
LOC109788132	190	88	183	261	111	198	184	135	178	114	146
LOC109788133	14	204	11	2	10	2	16	19	16	45	182
LOC109788134	0	0	0	0	0	0	0	0	0	0	0
LOC109788135	140	177	156	212	122	124	201	198	269	157	200
LOC109788136	0	0	0	0	0	0	0	0	0	0	0
LOC109788137	11	9	12	4	0	5	9	7	3	3	11
LOC109788138	19	23	31	31	16	46	50	24	25	13	39
LOC109788139	3	69	2	7	5	7	0	8	4	2	103
LOC109788140	24	31	33	45	10	44	39	53	56	15	26
LOC109788141	17	72	89	29	72	119	89	57	58	5	12
LOC109788142	65	175	279	91	433	449	361	188	129	20	54
LOC109788143	0	0	0	0	0	0	0	0	0	0	0
